date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
17:00:32	29912/29912	---M-Z	200	added ('OK')	text/css	etag:%2274d8-5cc09d8f24dd6-gzip%22	http://127.0.0.1/wordpress/wp-content/uploads/apollo13_framework_files/css/user.css?ver=2.4.13_1631717550	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/apollo13_framework_files/css/user69bb.css	(from http://127.0.0.1/wordpress/)
17:00:32	59344/59344	---M-Z	200	added ('OK')	text/css	etag:%22e7d0-5cc0906f0d52f-gzip%22	http://127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.min.css?ver=3.4.4	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/all.minedb1.css	(from http://127.0.0.1/wordpress/)
17:00:33	26702/26702	---M-Z	200	added ('OK')	text/css	etag:%22684e-5cc0906f326ef-gzip%22	http://127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.min.css?ver=3.4.4	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/v4-shims.minedb1.css	(from http://127.0.0.1/wordpress/)
17:00:33	57912/57912	---M-Z	200	added ('OK')	text/css	etag:%22e238-5cc0906f190b0-gzip%22	http://127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min.css?ver=5.15.3	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/fontawesome.min52d5.css	(from http://127.0.0.1/wordpress/)
17:00:33	669/669	---M-Z	200	added ('OK')	text/css	etag:%2229d-5cc0906f1ee95-gzip%22	http://127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min.css?ver=5.15.3	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/css/solid.min52d5.css	(from http://127.0.0.1/wordpress/)
17:00:34	11224/11224	---M-Z	200	added ('OK')	application/javascript	etag:%222bd8-5b45debe27b80-gzip%22	http://127.0.0.1/wordpress/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.3.2	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-includes/js/jquery/jquery-migrate.mind617.js	(from http://127.0.0.1/wordpress/)
17:00:35	15055/15055	---M-Z	200	added ('OK')	application/javascript	etag:%223acf-5cc0906f4026e-gzip%22	http://127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.min.js?ver=3.4.4	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/font-awesome/js/v4-shims.minedb1.js	(from http://127.0.0.1/wordpress/)
17:00:38	89521/89521	---M-Z	200	added ('OK')	application/javascript	etag:%2215db1-5bd3006388300-gzip%22	http://127.0.0.1/wordpress/wp-includes/js/jquery/jquery.min.js?ver=3.6.0	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-includes/js/jquery/jquery.minaf6c.js	(from http://127.0.0.1/wordpress/)
17:00:38	822/822	---M-Z	200	added ('OK')	text/xml	date:Wed,%2015%20Sep%202021%2015:00:38%20GMT	http://127.0.0.1/wordpress/xmlrpc.php?rsd	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/xmlrpc0db0.php	(from http://127.0.0.1/wordpress/)
17:00:39	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://127.0.0.1/wordpress/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-includes/wlwmanifest.xml	(from http://127.0.0.1/wordpress/)
17:00:39	2233/2233	---M--	200	added ('OK')	application/json	date:Wed,%2015%20Sep%202021%2015:00:39%20GMT	http://127.0.0.1/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2F127.0.0.1%2Fwordpress%2F	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-json/oembed/1.0/embedea0a.json	(from http://127.0.0.1/wordpress/)
17:00:40	2313/2313	---M-Z	200	added ('OK')	text/xml	date:Wed,%2015%20Sep%202021%2015:00:39%20GMT	http://127.0.0.1/wordpress/wp-json/oembed/1.0/embed?url=http%3A%2F%2F127.0.0.1%2Fwordpress%2F&format=xml	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-json/oembed/1.0/embed7859	(from http://127.0.0.1/wordpress/)
17:00:40	1974/1974	---M--	200	added ('OK')	image/png	etag:%227b6-5cc09d8494f6d%22	http://127.0.0.1/wordpress/wp-content/uploads/2021/09/cropped-logo-32x32.png	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2021/09/cropped-logo-32x32.png	(from http://127.0.0.1/wordpress/)
17:00:45	56633/56633	---MC-	200	added ('OK')	application/json	date:Wed,%2015%20Sep%202021%2015:00:34%20GMT	http://127.0.0.1/wordpress/wp-json/wp/v2/pages/8754	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-json/wp/v2/pages/8754.json	(from http://127.0.0.1/wordpress/)
17:00:45	31670/31670	---M--	200	added ('OK')	image/png	etag:%227bb6-5cc09d8486fa8%22	http://127.0.0.1/wordpress/wp-content/uploads/2021/09/cropped-logo-192x192.png	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2021/09/cropped-logo-192x192.png	(from http://127.0.0.1/wordpress/)
17:00:49	22103/22103	---M--	200	added ('OK')	image/png	etag:%225657-5cc09cba56c7d%22	http://127.0.0.1/wordpress/wp-content/uploads/2021/09/logo.png	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2021/09/logo.png	(from http://127.0.0.1/wordpress/)
17:00:50	33091/33091	---M--	200	added ('OK')	image/png	etag:%228143-5cc09d848ecc2%22	http://127.0.0.1/wordpress/wp-content/uploads/2021/09/cropped-logo-180x180.png	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2021/09/cropped-logo-180x180.png	(from http://127.0.0.1/wordpress/)
17:00:52	28492/28492	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Sep%202021%2015:00:50%20GMT	http://127.0.0.1/wordpress/albums/	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/albums/index.html	(from http://127.0.0.1/wordpress/)
17:00:57	140913/140913	---MC-	200	added ('OK')	application/json	date:Wed,%2015%20Sep%202021%2015:00:35%20GMT	http://127.0.0.1/wordpress/wp-json/	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-json/index.html	(from http://127.0.0.1/wordpress/)
17:00:58	36359/36359	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Sep%202021%2015:00:57%20GMT	http://127.0.0.1/wordpress/info-contact/	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/info-contact/index.html	(from http://127.0.0.1/wordpress/)
17:01:01	200672/200672	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%2230fe0-5cc0906ef9caf%22	http://127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons.eot?5.10.0	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/eicons/fonts/eicons0b93.eot	(from http://127.0.0.1/wordpress/)
17:01:02	37268/37268	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Sep%202021%2015:01:01%20GMT	http://127.0.0.1/wordpress/blog/	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/blog/index.html	(from http://127.0.0.1/wordpress/)
17:01:10	109714/109714	---M--	200	added ('OK')	image/jpeg	etag:%221ac92-5cc0909b97c02%22	http://127.0.0.1/wordpress/wp-content/uploads/2017/01/cropps-album-final8.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2017/01/cropps-album-final8.jpg	(from http://127.0.0.1/wordpress/)
17:01:19	100242/100242	---M--	200	added ('OK')	image/jpeg	etag:%2218792-5cc090962e960%22	http://127.0.0.1/wordpress/wp-content/uploads/2017/01/cropps-album-final4.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2017/01/cropps-album-final4.jpg	(from http://127.0.0.1/wordpress/)
17:01:30	67503/67503	---M--	200	added ('OK')	image/jpeg	etag:%22107af-5cc09092cff34%22	http://127.0.0.1/wordpress/wp-content/uploads/2017/01/cropps-album-final1.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2017/01/cropps-album-final1.jpg	(from http://127.0.0.1/wordpress/)
17:01:34	20620/20620	---M--	200	added ('OK')	image/jpeg	etag:%22508c-5cc0908e6a45d%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/02/cropps-photo4.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2018/02/cropps-photo4.jpg	(from http://127.0.0.1/wordpress/)
17:01:35	288384/288384	---M--	200	added ('OK')	image/jpeg	etag:%2246680-5cc09097d08dd%22	http://127.0.0.1/wordpress/wp-content/uploads/2017/01/cropps-album-final5.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2017/01/cropps-album-final5.jpg	(from http://127.0.0.1/wordpress/)
17:01:38	173326/173326	---M--	200	added ('OK')	image/jpeg	etag:%222a50e-5cc090953a718%22	http://127.0.0.1/wordpress/wp-content/uploads/2017/01/cropps-album-final3.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2017/01/cropps-album-final3.jpg	(from http://127.0.0.1/wordpress/)
17:01:39	22911/22911	---M--	200	added ('OK')	image/jpeg	etag:%22597f-5cc0908ec41da%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/02/cropps-photo5.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2018/02/cropps-photo5.jpg	(from http://127.0.0.1/wordpress/)
17:01:39	34185/34185	---M--	200	added ('OK')	image/jpeg	etag:%228589-5cc0908e27ddc%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/02/cropps-photo3.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2018/02/cropps-photo3.jpg	(from http://127.0.0.1/wordpress/)
17:01:40	265350/265350	---M--	200	added ('OK')	image/jpeg	etag:%2240c86-5cc09093c226d%22	http://127.0.0.1/wordpress/wp-content/uploads/2017/01/cropps-album-final2.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2017/01/cropps-album-final2.jpg	(from http://127.0.0.1/wordpress/)
17:01:40	1958/1958	---M--	200	added ('OK')	image/jpeg	etag:%227a6-5cc0909059c78%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/02/camera.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2018/02/camera.jpg	(from http://127.0.0.1/wordpress/)
17:01:41	1731/1731	---M--	200	added ('OK')	image/jpeg	etag:%226c3-5cc0909086c48%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/02/events.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2018/02/events.jpg	(from http://127.0.0.1/wordpress/)
17:01:41	1986/1986	---M--	200	added ('OK')	image/jpeg	etag:%227c2-5cc09090b1d7f%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/02/social.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2018/02/social.jpg	(from http://127.0.0.1/wordpress/)
17:01:42	26390/26390	---M--	200	added ('OK')	image/jpeg	etag:%226716-5cc0908efad93%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/02/cropps-photo6.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2018/02/cropps-photo6.jpg	(from http://127.0.0.1/wordpress/)
17:01:42	1812/1812	---M--	200	added ('OK')	image/jpeg	etag:%22714-5cc09090e2a4b%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/02/thinking.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2018/02/thinking.jpg	(from http://127.0.0.1/wordpress/)
17:01:43	23407/23407	---M--	200	added ('OK')	image/png	etag:%225b6f-5cc0909d62bc5%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/02/worldmap-cropps.png	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2018/02/worldmap-cropps.png	(from http://127.0.0.1/wordpress/)
17:01:46	17002/17002	---M--	200	added ('OK')	image/jpeg	etag:%22426a-5cc090c834707%22	http://127.0.0.1/wordpress/wp-content/uploads/apollo13_images/cropps-album-final1-75lzkjixvuiu7t6pabku970srbeyhdbe2i.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/apollo13_images/cropps-album-final1-75lzkjixvuiu7t6pabku970srbeyhdbe2i.jpg	(from http://127.0.0.1/wordpress/)
17:01:46	26084/26084	---M--	200	added ('OK')	image/jpeg	etag:%2265e4-5cc090c8152de%22	http://127.0.0.1/wordpress/wp-content/uploads/apollo13_images/cropps-album-final4-75lzkkbkvn1mxq4at77s9k5t3xmus21q7u.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/apollo13_images/cropps-album-final4-75lzkkbkvn1mxq4at77s9k5t3xmus21q7u.jpg	(from http://127.0.0.1/wordpress/)
17:01:47	30934/30934	---M--	200	added ('OK')	image/jpeg	etag:%2278d6-5cc090c7f5f05%22	http://127.0.0.1/wordpress/wp-content/uploads/apollo13_images/cropps-album-final7-75lzklnb7akysx0aony0y625oyo0lv9mgq.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/apollo13_images/cropps-album-final7-75lzklnb7akysx0aony0y625oyo0lv9mgq.jpg	(from http://127.0.0.1/wordpress/)
17:01:47	23473/23473	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Sep%202021%2015:01:46%20GMT	http://127.0.0.1/wordpress/album/fullscreen/	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/album/fullscreen/index.html	(from http://127.0.0.1/wordpress/)
17:01:47	24970/24970	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Sep%202021%2015:01:47%20GMT	http://127.0.0.1/wordpress/album/fullscreen3/	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/album/fullscreen3/index.html	(from http://127.0.0.1/wordpress/)
17:01:48	24990/24990	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Sep%202021%2015:01:47%20GMT	http://127.0.0.1/wordpress/album/fullscreen2/	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/album/fullscreen2/index.html	(from http://127.0.0.1/wordpress/)
17:01:48	21572/21572	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Sep%202021%2015:01:48%20GMT	http://127.0.0.1/wordpress/album/fullscreen4/	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/album/fullscreen4/index.html	(from http://127.0.0.1/wordpress/)
17:01:50	22168/22168	---M--	200	added ('OK')	image/jpeg	etag:%225698-5cc090c851bd9%22	http://127.0.0.1/wordpress/wp-content/uploads/apollo13_images/cropps-album-final8-75lzklwuv838djzhuyhoaaftt62ndfieii.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/apollo13_images/cropps-album-final8-75lzklwuv838djzhuyhoaaftt62ndfieii.jpg	(from http://127.0.0.1/wordpress/)
17:01:51	24380/24380	---M--	200	added ('OK')	image/jpeg	etag:%225f3c-5cc090c870fc5%22	http://127.0.0.1/wordpress/wp-content/uploads/apollo13_images/cropps-album-final6-75lzkldrjd2p8a13idedm1ohkr9dub0uey.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/apollo13_images/cropps-album-final6-75lzkldrjd2p8a13idedm1ohkr9dub0uey.jpg	(from http://127.0.0.1/wordpress/)
17:01:52	38732/38732	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Sep%202021%2015:01:50%20GMT	http://127.0.0.1/wordpress/album/gallery4/	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/album/gallery4/index.html	(from http://127.0.0.1/wordpress/)
17:01:53	18027/18027	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Sep%202021%2015:01:51%20GMT	http://127.0.0.1/wordpress/wp-content/uploads/2018/02/face-free.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2018/02/face-free.jpg	(from http://127.0.0.1/wordpress/)
17:01:54	18027/18027	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Sep%202021%2015:01:53%20GMT	http://127.0.0.1/wordpress/wp-content/uploads/2018/02/face-free5.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2018/02/face-free5.jpg	(from http://127.0.0.1/wordpress/)
17:01:54	40301/40301	---M-Z	200	added ('OK')	text/html	date:Wed,%2015%20Sep%202021%2015:01:52%20GMT	http://127.0.0.1/wordpress/album/gallery3/	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/album/gallery3/index.html	(from http://127.0.0.1/wordpress/)
17:01:55	18027/18027	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2015%20Sep%202021%2015:01:54%20GMT	http://127.0.0.1/wordpress/wp-content/uploads/2018/02/face-free7.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2018/02/face-free7.jpg	(from http://127.0.0.1/wordpress/)
17:01:56	2532/2532	---M--	200	added ('OK')	image/png	etag:%229e4-5cc090c89de5b%22	http://127.0.0.1/wordpress/wp-content/uploads/elementor/thumbs/Company_Logos3-pd5jkzx1qn0wmnk5ykigeuju68ax6wlciabu9ywe10.png	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/elementor/thumbs/Company_Logos3-pd5jkzx1qn0wmnk5ykigeuju68ax6wlciabu9ywe10.png	(from http://127.0.0.1/wordpress/)
17:01:56	2887/2887	---M--	200	added ('OK')	image/png	etag:%22b47-5cc090c8a1cda%22	http://127.0.0.1/wordpress/wp-content/uploads/elementor/thumbs/Company_Logos4-pd5jkzx1qn0wmnk5ykigeuju68ax6wlciabu9ywe10.png	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/elementor/thumbs/Company_Logos4-pd5jkzx1qn0wmnk5ykigeuju68ax6wlciabu9ywe10.png	(from http://127.0.0.1/wordpress/)
17:01:56	37925/37925	---M--	200	added ('OK')	image/jpeg	etag:%229425-5cc090c892308%22	http://127.0.0.1/wordpress/wp-content/uploads/apollo13_images/cropps-album-final5-75lzkkuo7i26302p5sb2xsx5ccg4b6jabe.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/apollo13_images/cropps-album-final5-75lzkkuo7i26302p5sb2xsx5ccg4b6jabe.jpg	(from http://127.0.0.1/wordpress/)
17:01:56	3958/3958	---M--	200	added ('OK')	image/png	etag:%22f76-5cc090c8a5b5e%22	http://127.0.0.1/wordpress/wp-content/uploads/elementor/thumbs/Company_Logos5-pd5jkzx1qn0wmnk5ykigeuju68ax6wlciabu9ywe10.png	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/elementor/thumbs/Company_Logos5-pd5jkzx1qn0wmnk5ykigeuju68ax6wlciabu9ywe10.png	(from http://127.0.0.1/wordpress/)
17:01:56	97656/97656	---M--	200	added ('OK')	image/jpeg	etag:%2217d78-5cc0909024504%22	http://127.0.0.1/wordpress/wp-content/uploads/2018/02/cropps-free-about3.jpg	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/2018/02/cropps-free-about3.jpg	(from http://127.0.0.1/wordpress/)
17:01:56	2491/2491	---M--	200	added ('OK')	image/png	etag:%229bb-5cc090c8a99db%22	http://127.0.0.1/wordpress/wp-content/uploads/elementor/thumbs/Company_Logos6-pd5jl0uvxh26y9ist2x2zcbarm6aelp2uezbr8uzus.png	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/elementor/thumbs/Company_Logos6-pd5jl0uvxh26y9ist2x2zcbarm6aelp2uezbr8uzus.png	(from http://127.0.0.1/wordpress/)
17:01:57	2454/2454	---M--	200	added ('OK')	image/png	etag:%22996-5cc090c8ad85e%22	http://127.0.0.1/wordpress/wp-content/uploads/elementor/thumbs/Company_Logos7-pd5jl0uvxh26y9ist2x2zcbarm6aelp2uezbr8uzus.png	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/uploads/elementor/thumbs/Company_Logos7-pd5jl0uvxh26y9ist2x2zcbarm6aelp2uezbr8uzus.png	(from http://127.0.0.1/wordpress/)
17:01:57	18468/18468	---M-Z	200	added ('OK')	text/css	etag:%224824-5cc0906ebf36c-gzip%22	http://127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.min.css?ver=3.4.4	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/plugins/elementor/assets/lib/animations/animations.minedb1.css	(from http://127.0.0.1/wordpress/)
17:01:57	3618/3618	---M-Z	200	added ('OK')	application/javascript	etag:%22e22-5cc08fd97c73a-gzip%22	http://127.0.0.1/wordpress/wp-content/themes/rife-free/js/helpers.min.js?ver=2.4.13	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/themes/rife-free/js/helpers.min164b.js	(from http://127.0.0.1/wordpress/)
17:01:57	2007/2007	---M-Z	200	added ('OK')	application/javascript	etag:%227d7-5cc08fd9a3812-gzip%22	http://127.0.0.1/wordpress/wp-content/themes/rife-free/js/jquery.fitvids.min.js?ver=1.1	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/themes/rife-free/js/jquery.fitvids.min4963.js	(from http://127.0.0.1/wordpress/)
17:01:57	564/564	---M-Z	200	added ('OK')	application/javascript	etag:%22234-5cc08fd9a18d3-gzip%22	http://127.0.0.1/wordpress/wp-content/themes/rife-free/js/jquery.fittext.min.js?ver=1.2	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/themes/rife-free/js/jquery.fittext.min62ea.js	(from http://127.0.0.1/wordpress/)
17:01:58	11645/11645	---M-Z	200	added ('OK')	application/javascript	etag:%222d7d-5cc08fd9b2303-gzip%22	http://127.0.0.1/wordpress/wp-content/themes/rife-free/js/jquery.slides.min.js?ver=3.0.4	C:/My%20Web%20Sites/test/127.0.0.1/wordpress/wp-content/themes/rife-free/js/jquery.slides.min459e.js	(from http://127.0.0.1/wordpress/)
